Service #,Service Name,Fund #,Fund,Fund- # & Name,Dept #,Dept Name,SubDept#,SubDept Name,Service Area,Type,Acct #,Acct Name,Acct Cat,AU All,budgetType,Amount,Year,PerCapita
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210340-45305,adopted,0,2014,0
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210340-45308,adopted,-325020,2014,-0.6405698158
210345,Community Social Work,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45399,Miscellaneous Service Fees,User Charges,210345-45399,adopted,-86304,2014,-0.1700933401
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210350-45302,adopted,0,2014,0
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210350-45304,adopted,0,2014,0
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210350-45305,adopted,0,2014,0
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210350-45308,adopted,-53594,2014,-0.105626419
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44144,Family Planning,Federal & State Funds,210355-44144,adopted,-102747,2014,-0.2025002365
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210355-44616,adopted,-272183,2014,-0.5364353399
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44670,General Assembly Appropriation,Federal & State Funds,210355-44670,adopted,-1000,2014,-0.001970862765
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210355-45302,adopted,0,2014,0
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210355-45304,adopted,0,2014,0
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210355-45305,adopted,0,2014,0
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210355-45308,adopted,-699996,2014,-1.379596052
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45313,Carolina Access Fees,User Charges,210355-45313,adopted,-75000,2014,-0.1478147074
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49470,Duke University School of Nursing,Other,210355-49470,adopted,0,2014,0
210360,Family Planning Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210360-45309,adopted,-236000,2014,-0.4651236125
210360,Family Planning Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210360-47101,adopted,-273082,2014,-0.5382071456
210366,Cone Health Foundation Grant,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49535,Moses Cone-Wesley Long Community Health Foundation,Other,210366-49535,adopted,0,2014,0
210371,GAH-Adult Dental Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49467,Guilford Adult Health Refund,Other,210371-49467,adopted,-19200,2014,-0.03784056509
210385,High Risk Maternity Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210385-44616,adopted,-27903,2014,-0.05499298373
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44119,Childhood Immunization Grant,Federal & State Funds,210395-44119,adopted,-93266,2014,-0.1838144866
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210395-45302,adopted,0,2014,0
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210395-45304,adopted,0,2014,0
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210395-45305,adopted,0,2014,0
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210395-45308,adopted,-108000,2014,-0.2128531786
210410,Maternity Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210410-45309,adopted,-961818,2014,-1.895611283
210410,Maternity Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210410-47101,adopted,-1295371,2014,-2.552998471
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210415-44616,adopted,-255653,2014,-0.5038569784
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210415-45302,adopted,0,2014,0
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210415-45304,adopted,0,2014,0
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210415-45305,adopted,0,2014,0
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210415-45308,adopted,-385000,2014,-0.7587821645
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49507,Community,Other,210415-49507,adopted,-60100,2014,-0.1184488522
210416,Pregnancy Care Management,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210416-45302,adopted,0,2014,0
210420,Pregnancy Prevention,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,210420-44162,adopted,-52274,2014,-0.1030248802
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44165,Health Programs for Refugees,Federal & State Funds,210430-44165,adopted,-16060,2014,-0.031652056
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210430-45302,adopted,0,2014,0
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210430-45304,adopted,0,2014,0
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210430-45305,adopted,0,2014,0
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210430-45308,adopted,-145000,2014,-0.2857751009
210435,Refugee Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210435-45309,adopted,-9000,2014,-0.01773776488
210435,Refugee Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210435-47101,adopted,0,2014,0
210445,STD Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210445-45302,adopted,0,2014,0
210445,STD Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210445-45304,adopted,0,2014,0
210445,STD Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210445-45308,adopted,-120000,2014,-0.2365035318
210446,Communicable Disease STD Drugs,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44619,Health-Communicable Disease,Federal & State Funds,210446-44619,adopted,0,2014,0
210450,TB-Medical Services,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44618,Health Program-Tuberculosis,Federal & State Funds,210450-44618,adopted,-5576,2014,-0.01098953078
210455,Vasectomy,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44147,Health Family Plan-Vasectomy,Federal & State Funds,210455-44147,adopted,-53001,2014,-0.1044576974
210455,Vasectomy,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210455-45302,adopted,0,2014,0
210455,Vasectomy,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210455-45304,adopted,0,2014,0
210455,Vasectomy,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210455-45305,adopted,0,2014,0
210455,Vasectomy,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45308,Client Fees,User Charges,210455-45308,adopted,-2500,2014,-0.004927156912
210465,HIV/STD Prevention Training Ctr,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44619,Health-Communicable Disease,Federal & State Funds,210465-44619,adopted,-56452,2014,-0.1112591448
210465,HIV/STD Prevention Training Ctr,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49399,Miscellaneous,Other,210465-49399,adopted,-1200,2014,-0.002365035318
210505,Environmental Health-Admin,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44613,Dept. of Health & Human Service,Federal & State Funds,210505-44613,adopted,0,2014,0
210505,Environmental Health-Admin,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,49309,Copies,Other,210505-49309,adopted,-150,2014,-0.0002956294147
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43110,Temporary Food Establishment Permit,User Charges,210510-43110,adopted,-7200,2014,-0.01419021191
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43222,Swimming Pool Permit,User Charges,210510-43222,adopted,-88350,2014,-0.1741257253
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,210510-44101,adopted,-1000,2014,-0.001970862765
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44648,Health-Environmental,Federal & State Funds,210510-44648,adopted,-48900,2014,-0.0963751892
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45108,Inspection Fees,User Charges,210510-45108,adopted,-600,2014,-0.001182517659
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45151,Fuel Fee,User Charges,210510-45151,adopted,-3000,2014,-0.005912588295
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45156,Inspection Fees-Multiple Trips,User Charges,210510-45156,adopted,-1000,2014,-0.001970862765
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45335,Sanitation Training Fees,User Charges,210510-45335,adopted,-24000,2014,-0.04730070636
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45350,Consultation and Training Fees,User Charges,210510-45350,adopted,-250,2014,-0.0004927156912
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45352,Swimming Pool Plan Reviews,User Charges,210510-45352,adopted,-24600,2014,-0.04848322402
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43221,Well Permit-Annual Monitoring,User Charges,210515-43221,adopted,-409980,2014,-0.8080143163
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44197,United States Coast Guard,Federal & State Funds,210515-44197,adopted,-3100,2014,-0.006109674571
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44690,Dept. of Environment & Natural Resources,Federal & State Funds,210515-44690,adopted,-15000,2014,-0.02956294147
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210515-47101,adopted,-17942,2014,-0.03536121973
210520,Health Hazards,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43112,Tattoo Artist Permit,User Charges,210520-43112,adopted,-30500,2014,-0.06011131433
